Name,Films,TV Shows,Short Films,Allies,Enemies,Park Attractions
Blackbeard,"[""Blackbeard's Ghost"", ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: On Stranger Tides']",['Once Upon a Time'],[],[],[],"['Pirates of the Caribbean (ride)', 'World of Color', ""A Pirate's Adventure: Treasures of the Seven Seas"", ""Pirate's Lair on Tom Sawyer Island"", 'Pirates of the Caribbean: Battle for the Sunken Treasure', 'Seven Seas Lagoon', 'Tortuga Tavern', ""Trader Sam's""]"
Blinky,[],['Jake and the Never Land Pirates'],[],[],[],[]
Blowhard,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[]
Mr. Bluebird,['Song of the South'],"['Mickey Mouse Works', 'House of Mouse']",[],[],[],['Splash Mountain']
Bonecruncher,['The BFG'],[],[],[],[],[]
Madame Adelaide Bonfamille,['The Aristocats'],['House of Mouse'],[],[],[],[]
Sunset Boulevardez,['The Proud Family Movie'],['The Proud Family'],[],[],[],[]
Br'er Fox,"['Song of the South', ""Mickey's Magical Christmas: Snowed in at the House of Mouse""]","['Walt Disney anthology series', 'The Mouse Factory', 'House of Mouse']",[],[],[],"['Splash Mountain', 'Mickey Mouse Revue', 'SpectroMagic', 'Jubilation!', ""Mickey's Boo-to-You Halloween Parade"", 'Fantasmic!', 'Parade of the Stars', 'World of Color']"
Celia Bradley,['The Apple Dumpling Gang'],[],[],[],[],[]
Bravo and Echo,['Planes'],[],[],[],[],[]
Breaker,['The Little Mermaid'],[],[],[],[],[]
Brenda,[],"[""Raven's Home""]",[],[],[],[]
Jack Brewer,[],"[""Kickin' It""]",[],[],[],[]
Brewster the Beast Trapper,[],['Jake and the Never Land Pirates'],[],[],[],[]
Chelsea Brimmer,[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck']",[],[],[],[]
Brom Bones,['The Adventures of Ichabod and Mr. Toad'],[],[],[],[],[]
Amelia Brooks,['Snow Dogs'],[],[],[],[],[]
Broomdog,['Alice in Wonderland'],[],[],[],[],[]
Buddha,"['Air Buddies', 'Snow Buddies', 'Space Buddies', 'Santa Buddies', 'Spooky Buddies', 'Treasure Buddies', 'Super Buddies']",[],[],[],[],[]
Buffo,[],['Special Agent Oso'],[],[],[],[]
Owen Burnett,[],['Gargoyles'],[],[],[],[]
Burp-Urp-Snurt-Pftftftfftf III,['Return to Halloweentown'],[],[],[],[],[]
Cadpig,[],['101 Dalmatians: The Series'],[],[],[],[]
Gloria Calloway,[],['Dog With a Blog'],[],[],[],[]
Calvin Wheeler,['Life Is Ruff'],[],[],[],[],[]
Carla,[],['Phineas and Ferb'],[],[],[],[]
Carlos,[],['The Proud Family'],[],[],[],[]
Carmen and Julio,[],['Elena of Avalor'],[],[],[],[]
Carol of the Arrow,[],['Sofia the First'],[],[],[],[]
Carrie Rawlins,['Bedknobs and Broomsticks'],[],[],[],[],[]
Beret Girl,['An Extremely Goofy Movie'],[],[],[],[],[]
Bertley Pleakley,['Leroy & Stitch'],['Lilo & Stitch: The Series'],[],[],[],[]
Blondy,[],['T.O.T.S.'],[],[],[],[]
Rocky Blue,['Shake It Up: Made in Japan'],"['Shake it Up', 'Good Luck Charlie']",[],[],[],[]
Bob,['Frankenweenie'],[],[],[],[],[]
Bongo the Gorilla,['Who Framed Roger Rabbit'],['Marsupilami (TV series)'],['Sport Goofy in Soccermania'],[],[],"[""Roger Rabbit's Car Toon Spin""]"
Borra,['Maleficent: Mistress of Evil'],[],[],[],[],[]
LaCienega Boulevardez,['The Proud Family Movie'],['The Proud Family'],[],[],[],[]
Bowling Ball,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Brady,"['Teen Beach Movie', 'Teen Beach 2']",[],[],[],[],[]
Brendan Quarters,[],['Gargoyles'],[],[],[],[]
Brobot,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],[],[],[],[]
Beppo Brown,[],['Phineas and Ferb'],[],[],[],[]
Buck Willingham,['Air Bud'],[],[],[],[],[]
Bungo,[],['Jungle Junction'],[],[],[],[]
Henry Burke,['Race to Witch Mountain'],[],[],[],[],[]
Commander Buck Burpelson,[],['Quack Pack'],[],[],[],[]
C.O.L.L.A.R.,[],[],[],[],[],[]
Lady Caine,['Tangled: Before Ever After'],['Tangled: The Series'],[],[],[],[]
Camera 9,[],[],[],[],[],[]
Captain Jay Fuller,['The Lone Ranger'],[],[],[],[],[]
Caretaker,[],[],[],[],[],[]
Bent-Tail Junior,[],[],"['Sheep Dog', 'Pests of the West', 'Camp Dog']",[],[],[]
Big Hero 6,['Big Hero 6'],['Big Hero 6: The Series'],[],[],[],[]
Ellie Blake,['Freaky Friday (2018)'],[],[],[],[],[]
Blotlings,[],[],[],[],[],[]
Curtis Blue,[],['Shake it Up'],[],[],[],[]
Blunk,[],['W.I.T.C.H.'],[],[],[],[]
Uncle Boaris,[],['Timon & Pumbaa'],[],[],[],[]
Bob the Dog,['The One and Only Ivan'],[],[],[],[],[]
Borg Guillarson,['Iron Will'],[],[],[],[],[]
Felix Boulevardez,['The Proud Family Movie'],['The Proud Family'],[],[],[],[]
Boy,['The Reluctant Dragon'],['House of Mouse'],[],[],[],[]
Brick,['Incredibles 2'],[],[],[],[],[]
Broadway,[],['Gargoyles'],[],[],[],[]
Bronty,[],"['Doc McStuffins', 'The Doc Files']",[],[],[],[]
Brooke,[],['Austin and Ally'],[],[],[],[]
Brutus,['The Ugly Dachshund'],[],[],[],[],[]
Buldeo,"[""Rudyard Kipling's The Jungle Book""]",[],[],[],[],[]
Bunny Children,[],[],"['Poor Papa', 'Trolley Troubles', 'Oh Teacher']",[],[],[]
Buzz-Buzz the Bee,[],"[""Chip 'n Dale Rescue Rangers"", 'Mickey Mouse Clubhouse', 'Legend of the Three Caballeros']","['Honey Harvester', 'Inferior Decorator', 'Bee on Guard']",[],[],[]
Cadenza,['Beauty and the Beast (2017 film)'],[],[],[],[],[]
CALLIE,[],['The Suite Life of Zack & Cody'],[],[],[],[]
Courtney Callum,['Cow Belles'],[],[],[],[],[]
Scott Calvin,"['The Santa Clause', 'The Santa Clause 2', 'The Santa Clause 3: The Escape Clause']",[],[],[],[],[]
Captain Grime,[],['Amphibia'],[],[],[],[]
Captain Hook,"['Peter Pan (film)', 'Return to Never Land', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween', 'The Pirate Fairy', 'Peter Pan and Wendy']","['Walt Disney anthology series', 'The Mouse Factory', 'Raw Toonage', 'House of Mouse', 'Jake and the Never Land Pirates', 'Once Upon a Time', 'Playing with Skully']",['Electric Holiday'],[],[],"[""Peter Pan's Flight"", 'Fantasmic!', 'Dream Along With Mickey', 'Magic, Music and Mayhem', 'Back to Never Land', ""One Man's Dream II: The Magic Lives On!"", ""Mickey's Soundsational Parade"", ""Mickey's Boo-to-You Halloween Parade"", ""Disney's Once Upon a Dream Parade"", 'Celebrate a Dreams Come True Parade', 'Main Street Electrical Parade', 'SpectroMagic', 'Disney Dreams', 'Midship Detective Agency', 'Festival of Fantasy Parade', 'World of Color', 'Hocus Pocus Villain Spelltacular', ""Cinderella's Surprise Celebration""]"
Carnaby,"[""Atlantis: Milo's Return""]",[],[],[],[],[]
Bering,['Brother Bear 2'],[],[],[],[],[]
Bertie the Jinx,[],[],[],[],[],[]
Big D,[],"[""That's So Raven""]",[],[],[],[]
"Billy, Goat, and Gruff","['Toy Story', 'Toy Story 2', 'Toy Story 4']",['Pixar Popcorn'],['Lamp Life'],[],[],[]
Binglebops,[],['Wander Over Yonder'],[],[],[],[]
Bingo,[],['Puppy Dog Pals'],[],[],[],[]
Laura Bird,[],['The Suite Life of Zack & Cody'],[],[],[],[]
Jenny Blake,['The Rocketeer'],[],[],[],[],[]
Princess Alrgelbaccch Blunkenthorttthhhph,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Bob Seaver,"['Homeward Bound: The Incredible Journey', 'Homeward Bound II: Lost in San Francisco']",[],[],[],[],[]
Chief Bogo,['Zootopia'],[],[],[],[],[]
Cyprus Bortel,[],['Kim Possible'],[],[],[],[]
Papi Boulevardez,['The Proud Family Movie'],['The Proud Family'],[],[],[],[]
Bragg,[],['Stitch!'],[],[],[],[]
Beagle Brats,[],['DuckTales'],[],[],[],[]
Brenda Bradford,['Inspector Gadget (1999 film)'],[],[],[],[],[]
King Brian,"[""Darby O'Gill and the Little People""]",[],[],[],[],[]
Briar Cudgeon,['Artemis Fowl'],[],[],[],[],[]
"Bric, Brac, and DTZ",[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Brownstone National Park Bears,"[""Mickey's Magical Christmas: Snowed in at the House of Mouse""]","['Mickey Mouse Club', 'Walt Disney anthology series', 'Mickey Mouse Works', 'House of Mouse']","['Rugged Bear', 'Grin and Bear It', 'Bearly Asleep', 'Beezy Bear', 'Hooked Bear', 'In the Bag']",[],[],[]
Bruno,[],['The New Adventures of Winnie the Pooh'],[],[],[],[]
The Bug Master,[],['Darkwing Duck'],[],[],[],[]
Bugby,['Leroy & Stitch'],['Lilo & Stitch: The Series'],[],[],[],[]
Barnabas T. Bullion,[],[],[],[],[],"['Big Thunder Mountain Railroad', 'The Tropical Hideaway']"
Buttermaker,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
"Button, Benngee, and Brody",[],['Sofia the First'],[],[],[],[]
Honey Buttowski,[],['Kick Buttowski: Suburban Daredevil'],[],[],[],[]
Buzzy Crocker,[],['Tower of Terror (film)'],[],[],[],[]
Donna Cabonna,[],"[""That's So Raven"", ""That's So Suite Life of Hannah Montana""]",[],[],[],[]
Calista the Conjuror,[],['Sofia the First'],[],[],[],[]
Calliope,[],['Tangled: The Series'],[],[],[],[]
Cammy,['Treasure Buddies'],[],[],[],[],[]
Captain Jumps-a-Lot,[],['Mickey Mouse Clubhouse'],[],[],[],[]
The Caseyettes,[],['House of Mouse'],['Casey Bats Again'],[],[],[]
Henry Casey,['White Fang 2: Myth of the White Wolf'],[],[],[],[],[]
Casey,"['Make Mine Music', 'Casey Bats Again']","['House of Mouse', 'A Poem Is...']",[],[],[],[]
Cast Iron Chef,[],['The Rocketeer (TV series)'],[],[],[],[]
Cat,[],['Mickey Mouse (TV series)'],[],[],[],[]
Dr. Carver (clone),['The Proud Family Movie'],[],[],[],[],[]
Colonel Hank Carter,[],['American Dragon: Jake Long'],[],[],[],[]
Mrs. Carter,[],['American Dragon: Jake Long'],[],[],[],[]
Cassie,[],['Liv & Maddie'],[],[],[],[]
Cat,['The Black Cauldron'],[],[],[],[],[]
Cat Prosecutor,[],"[""Disney's Halloween Treat""]","[""Pluto's Judgement Day""]",[],[],[]
Cedric the Sorcerer,['Sofia the First: Once Upon a Princess'],['Sofia the First'],[],[],[],[]
Mel Chadwick,['The Ugly Dachshund'],[],[],[],[],[]
Prince Charming,[],['Goldie & Bear'],[],[],[],[]
Checkers,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[]
Chillbeard Jr.,[],['Adventures of the Gummi Bears'],[],[],[],[]
Chilly,[],"['Doc McStuffins', 'The Doc Files']",[],[],[],[]
Chiro,[],[],[],[],[],[]
Chrona,[],[],[],[],[],[]
Clarence Skunker Thurston,['White Fang'],[],[],[],[],[]
Leslie J. Clark,[],"['DTV', 'Quack Pack']",['Duck Pimples'],[],[],[]
Clock Tower,[],[],[],[],[],[]
Coach Wallace,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Mr. Collingwood,[],['Fillmore!'],[],[],[],[]
Colonel Doberman,[],[],[],[],[],[]
Constance,['The Three Musketeers'],[],[],[],[],[]
Cuthbert Coot,[],[],[],[],[],[]
Countess Le Grande,['Cinderella II: Dreams Come True'],[],[],[],[],[]
Covington,[],['TaleSpin'],[],[],[],[]
Fenton Crackshell,[],"['DuckTales', 'Darkwing Duck', 'DuckTales (2017 series)']",[],[],[],[]
M'Ma Crackshell,[],"['DuckTales', 'DuckTales (2017 series)']",[],[],[],[]
Cricket Green,[],"['Big City Greens', 'Amphibia']",[],[],[],[]
Michael Cromwell,['Jungle 2 Jungle'],[],[],[],[],[]
The Crows,"['Dumbo (1941 film)', 'Who Framed Roger Rabbit', 'Ralph Breaks the Internet']","['House of Mouse', 'A Poem Is...', 'Mickey Mouse (TV series)']",[],[],[],['World of Color']
Molly Cunningham,[],"['TaleSpin', 'DuckTales (2017 series)']",[],[],[],[]
Curtis,[],['Phil of the Future'],[],[],[],[]
Casey Jones,['American Legends'],"['Sing Me a Story with Belle', 'House of Mouse', 'Mickey Mouse']",['The Brave Engineer'],[],[],[]
Cassandra,[],['Hercules (TV series)'],[],[],[],[]
Cattlemen,['The Legend of Lobo'],[],[],[],[],[]
Centaurs,['Fantasia'],['House of Mouse'],[],[],[],[]
Chaca,"[""The Emperor's New Groove"", ""Kronk's New Groove""]","[""The Emperor's New School""]",[],[],[],"['Jingle Bell, Jingle BAM!']"
Chaos,[],['Aladdin (TV series)'],[],[],[],[]
Charlie,"['Finding Nemo', 'Finding Dory']",[],[],[],[],[]
Cheese,"['Tinker Bell (film)', 'Tinker Bell and the Lost Treasure', 'Tinker Bell and the Great Fairy Rescue', 'Secret of the Wings']",[],[],[],[],[]
Chi-Fu,"['Mulan', 'Mulan (2020 film)']",['House of Mouse'],[],[],[],[]
Chief Nah-Mee,[],[],[],[],[],"['Jungle Cruise', 'Walt Disney World', ""Trader Sam's""]"
Chloe,[],['Star vs. the Forces of Evil'],[],[],[],[]
Chug,"['Planes', 'Planes: Fire & Rescue']",[],['Vitaminamulch: Air Spectacular'],[],[],[]
Chummi Gummi,[],"[""Disney's Adventures of the Gummi Bears""]",[],[],[],[]
Citizens of Hollywood,[],[],[],[],[],[]
Claire,[],['Motorcity'],[],[],[],[]
Clarinet,['Make Mine Music'],[],[],[],[],[]
Clay,[],[],[],[],[],[]
The Coachman,"['Pinocchio (film)', 'Geppetto (film)', 'Once Upon a Halloween', 'Pinocchio (live-action film)']","['Walt Disney anthology series', 'House of Mouse']",[],[],[],"[""Pinocchio's Daring Journey""]"
Cody's Mother,['The Rescuers Down Under'],[],[],[],[],[]
Colette Tatou,"['Ratatouille', 'Inside Out', 'Toy Story 4', 'Ralph Breaks the Internet']",[],[],[],[],[]
William Collins,[],['W.I.T.C.H.'],[],[],[],[]
Commodore Puddles,[],['Kim Possible'],[],[],[],[]
Taranee Cook,[],['W.I.T.C.H. (TV series)'],[],[],[],[]
Cornelius Coot,[],"['DuckTales', 'DuckTales (2017 series)']",[],[],[],"[""Mickey's Toontown Fair""]"
Cora,[],['Sofia the First'],[],[],[],[]
Cosmic Creepers,['Bedknobs and Broomsticks'],[],[],[],[],[]
Coyote,[],['Gargoyles'],[],[],[],[]
Crab Bot,[],['Jake and the Never Land Pirates'],[],[],[],[]
Crackle,[],['Sofia the First'],[],[],[],[]
Cloggy Colon Creature,[],['Super Robot Monkey Team Hyperforce Go!'],[],[],[],[]
The Crew of the Black Pearl,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: Dead Men Tell No Tales']",[],[],[],[],[]
Crockett,[],['Fillmore!'],[],[],[],[]
Cupid,['Hercules'],"['Hercules (TV series)', 'Once Upon a Time']",[],[],[],[]
Castle Maids,[],[],[],[],[],[]
Chakashi,"[""Atlantis: Milo's Return""]",[],[],[],[],[]
Chandra,['Upside-Down Magic'],[],[],[],[],[]
Chang Triplets,[],['The Proud Family'],[],[],[],[]
Chad Charming,"['Descendants', 'Descendants 2', 'Descendants 3']",[],[],[],[],[]
Chaude,[],[],[],[],[],[]
Chelsey and Kelsey,"[""Teacher's Pet: The Movie""]","[""Teacher's Pet""]",[],[],[],[]
Chief Cruz,[],['Big Hero 6: The Series'],[],[],[],[]
Dr. Edmond Chilton,['Pollyanna'],[],[],[],[],[]
Candy Chiu,[],['Gravity Falls'],[],[],[],[]
Claudius,[],['Timon & Pumbaa'],[],[],[],[]
Clover Leaf,[],[],[],[],[],[]
CLU,['Tron'],[],[],[],[],[]
Katie Coates,['Old Yeller'],[],[],[],[],[]
Cocky Locky,[],[],"['Chicken Little (1943 short)', ""Mickey's Christmas Carol""]",[],[],[]
Dr. Elliot Coleye,['My Favorite Martian'],[],[],[],[],[]
Coach Collins,[],['The Proud Family'],[],[],[],[]
Compsognathus,['Fantasia'],[],[],[],[],"[""Dinosaur (Disney's Animal Kingdom attraction)""]"
Connal,['Maleficent: Mistress of Evil'],[],[],[],[],[]
James Conroy,[],['Sonny with a Chance'],[],[],[],[]
CookieAnn,[],[],[],[],[],[]
Cornchip Girl,['Recess: Taking the Fifth Grade'],['Recess'],[],[],[],[]
Cursed Crew of the Black Pearl,['Pirates of the Caribbean: The Curse of the Black Pearl'],[],[],[],[],"[""Pirate's Lair on Tom Sawyer Island"", 'Fantasmic!', 'Disneyland']"
Trixie Carter,[],"['American Dragon: Jake Long', 'Lilo & Stitch: The Series']",[],[],[],[]
The Catfish Club Band,"[""The Little Mermaid: Ariel's Beginning""]",[],[],[],[],[]
Graham Cavanaugh,[],['Dog With a Blog'],[],[],[],[]
Cave Pup,[],['101 Dalmatians: The Series'],[],[],[],[]
Charoca,[],['Elena of Avalor'],[],[],[],[]
Fiona and Faith Chattaway,['Alice in Wonderland (2010 film)'],[],[],[],[],[]
Cheapskate,[],['Teamo Supremo'],[],[],[],[]
Cheekums,[],['Gravity Falls'],[],[],[],[]
Chef O'Boy,[],['The Proud Family'],[],[],[],[]
Rhoda Chesterfield,[],['Jessie (TV series)'],[],[],[],[]
Chief,"['The Fox and the Hound', 'The Fox and the Hound 2']",[],[],[],[],[]
Chief Gnuckles,[],['Sofia the First'],[],[],[],[]
Chief Stinky,['Recess: All Growed Down'],[],[],[],[],[]
Chiron,[],['Hercules: The Animated Series'],[],[],[],[]
Cinderella,"[""Rodgers & Hammerstein's Cinderella""]",[],[],[],[],[]
Cinderella,"['Cinderella (1950 film)', 'Cinderella II: Dreams Come True', 'Cinderella III: A Twist in Time', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", ""Teacher's Pet (film)"", 'Sofia the First: Once Upon a Princess', 'Cinderella (2015 film)', 'Ralph Breaks the Internet']","['Walt Disney anthology series', 'Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Once Upon a Time in Wonderland', 'Sofia the First', 'Mickey Mouse (TV series)', 'Elena of Avalor']",['The Art of Vacationing'],[],[],"[""Cinderella's Golden Carousel"", 'Fantasmic!', 'Dream Along With Mickey', 'Cinderella Castle Mystery Tour', 'Mickey Mouse Revue', ""Mickey's Soundsational Parade"", ""Walt Disney's Parade of Dreams"", ""Mickey's Once Upon a Christmastime Parade"", 'Main Street Electrical Parade', 'SpectroMagic', 'Celebrate a Dreams Come True Parade', ""Cinderella's Fairy Tale Hall"", 'A Christmas Fantasy Parade', ""It's a Small World"", ""Cinderella's Royal Coronation"", 'World of Color', 'Celebrate the Magic', 'Disney Dreams!', 'Princess Fairytale Hall', 'Festival of Fantasy Parade', ""Stitch's Great Escape!"", 'Remember... Dreams Come True', 'Parade of the Stars', 'Paint the Night Parade', 'Mickey and the Magician', 'Twice Charmed', ""Cinderella's Surprise Celebration"", 'Once Upon a Time (Tokyo Disneyland)', 'Ignite the Dream: A Nighttime Spectacular of Magic and Light']"
Clarence Saint-John,[],['The Proud Family'],[],[],[],[]
Cloak and Dagger,['The Little Mermaid II: Return to the Sea'],[],[],[],[],[]
Clara Cluck,"['The Reluctant Dragon', 'Who Framed Roger Rabbit', ""Mickey's Once Upon a Christmas""]","['Walt Disney anthology series', 'Mickey Mouse Works', 'House of Mouse', 'Have a Laugh!', 'Mickey Mouse (TV series)', 'Mickey and the Roadster Racers']","[""Orphan's Benefit (1934)"", ""Mickey's Grand Opera"", ""Mickey's Amateurs"", 'The Fox Hunt (1938 short)', ""Orphan's Benefit (1941)"", ""Mickey's Birthday Party"", 'Symphony Hour', ""Mickey's Christmas Carol""]",[],[],"[""Mickey's Boo-to-You Halloween Parade""]"
Colossus,['Frankenweenie'],[],[],[],[],[]
Commander Peepers,[],['Wander Over Yonder'],[],[],[],[]
Fenimore Cook,[],[],[],[],[],[]
Crane,[],[],[],[],[],['Meet the World']
The Crew of the Flying Dutchman,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",[],[],[],[],['Pirates of the Caribbean: Battle for the Sunken Treasure']
Cuckoo-Loca,[],"[""Minnie's Bow-Toons"", 'Mickey and the Roadster Racers']",[],[],[],[]
Curious Oysters,['Alice in Wonderland (1951 film)'],['House of Mouse'],[],[],[],['Alice in Wonderland (Disneyland attraction)']
Casey Junior,"['The Reluctant Dragon', 'Dumbo (1941 film)', 'Who Framed Roger Rabbit', ""Kronk's New Groove"", 'The Jungle Book (2016 film)', 'Dumbo (2019 film)']",['Mickey Mouse (TV series)'],['Spare the Rod'],[],[],"['Casey Jr. Circus Train', 'Main Street Electrical Parade', ""Casey Jr. Splash 'n' Soak Station""]"
Castor,['Tron: Legacy'],[],[],[],[],[]
Cecil B. De Vil,[],['101 Dalmatians: The Series'],[],[],[],[]
Cedric,[],['W.I.T.C.H. (TV series)'],[],[],[],[]
Centaurettes,['Fantasia'],['House of Mouse'],[],[],[],[]
Chameleon,['Mighty Ducks Movie: The First Face-Off'],['Mighty Ducks (TV series)'],[],[],[],[]
Charlotte,['Jungle 2 Jungle'],[],[],[],[],[]
Chelsea,[],['T.O.T.S.'],[],[],[],[]
Chirp Sing,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Chloe,['Pixie Hollow Games'],[],[],[],[],[]
Christopher Robin's Mother,"['The Book of Pooh: Stories from the Heart', 'Christopher Robin (film)']","['The New Adventures of Winnie the Pooh', 'The Book of Pooh']",[],[],[],[]
Cinderella's Mother,"['Cinderella (1950 film)', 'Cinderella (2015 film)']",['Once Upon a Time'],[],[],[],[]
Cinderella's Prince,['Into the Woods'],[],[],[],[],[]
Clank and Bobble,"['Tinker Bell (film)', 'Tinker Bell and the Lost Treasure', 'Tinker Bell and the Great Fairy Rescue', 'Secret of the Wings', 'The Pirate Fairy']",[],[],[],[],[]
Clawhauser,['Zootopia'],[],[],[],[],[]
Lilith Clawthorne,[],['The Owl House'],[],[],[],[]
Cleo,"['Pinocchio (film)', 'Fun and Fancy Free', 'The Little Mermaid', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['The Little Mermaid (TV series)', 'Aladdin (TV series)', 'DuckTales', 'Goof Troop', 'House of Mouse']",['Figaro and Cleo'],[],[],"[""Pinocchio's Daring Journey"", ""Walt Disney's Parade of Dreams""]"
Clover,[],['Star Darlings'],[],[],[],[]
Chicken Little,"['Chicken Little (film)', 'Big Hero 6']",[],[],[],[],[]
Tess Coleman,['Freaky Friday (2003)'],[],[],[],[],[]
Colonel Heller,['Bedknobs and Broomsticks'],[],[],[],[],[]
Constantin,[],['101 Dalmatian Street'],[],[],[],[]
Theresa Cook,[],['W.I.T.C.H.'],[],[],[],[]
Mr. Cooper,[],['Lilo & Stitch: The Series'],[],[],[],[]
Copper,"['The Fox and the Hound', 'The Fox and the Hound 2']","['House of Mouse', 'Mickey Mouse (TV series)']",[],[],[],[]
Crane,"[""Beauty and the Beast: Belle's Magical World""]",[],[],[],[],[]
Xyler and Craz,[],['Gravity Falls'],[],[],[],[]
Carolyn Crosson,['Tower of Terror (film)'],[],[],[],[],['The Twilight Zone Tower of Terror']
Cubby,[],['Jake and the Never Land Pirates'],[],[],[],['Disney Junior - Live on Stage!']
Cuco,[],['Elena of Avalor'],[],[],[],[]
Curtis,"['The Santa Clause 2', 'The Santa Clause 3: The Escape Clause']",[],[],[],[],[]
Desiree D'Allure,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
D.C.,"['That Darn Cat! (1965 film)', 'That Darn Cat']",[],[],[],[],[]
Roland Carter,[],['Pepper Ann'],[],[],[],[]
Cassidy,[],['Austin & Ally'],[],[],[],[]
Rayna Cartflight,[],['The Buzz on Maggie'],[],[],[],[]
Sir Cassius,[],['Elena of Avalor'],[],[],[],[]
Cavin,[],['Adventures of the Gummi Bears'],[],[],[],[]
Cedric,[],[],['A Knight for a Day'],[],[],[]
Cek and Rama,[],['The Lion Guard'],[],[],[],[]
Charles and Mary,[],['Lilo & Stitch: The Series'],[],[],[],[]
Chainsaw,"['Charlie, the Lonesome Cougar']",[],[],[],[],[]
Charles Wallace Murry,"['A Wrinkle in Time (film)', 'A Wrinkle in Time (2018 film)']",[],[],[],[],[]
Charlie Calvin,"['The Santa Clause', 'The Santa Clause 2', 'The Santa Clause 3: The Escape Clause']",[],[],[],[],[]
Melissa Chase,[],"[""Milo Murphy's Law""]",[],[],[],[]
Abigail Chase,"['National Treasure', 'National Treasure: Book of Secrets']",[],[],[],[],[]
Chubby Cheddar,[],[],[],[],[],['Food Rocks']
Cheetato and Cheetata,[],['Timon & Pumbaa'],[],[],[],[]
Cheri,[],['Dog With a Blog'],[],[],[],[]
Chief Benja,['Raya and the Last Dragon'],[],[],[],[],[]
Chicks,['Home on the Range'],[],[],[],[],[]
Chotu,[],"['Mira, Royal Detective']",[],[],[],[]
The Chinchilla,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Chip Whistler,[],['Big City Greens'],[],[],[],[]
Prince Christopher,"[""Rodgers & Hammerstein's Cinderella""]",[],[],[],[],[]
Chungu,['The Lion Guard: Return of the Roar'],['The Lion Guard'],[],[],[],[]
Chloe,['Chicken Little'],[],[],[],[],[]
Chucky Albertson,[],"[""I'm in the Band""]",[],[],[],[]
Chura,[],['The Lion Guard'],[],[],[],[]
Clara Stahlbaum,['The Nutcracker and the Four Realms'],[],[],[],[],[]
Cinder,[],['Sofia the First'],[],[],[],[]
The Circus Elephants,"['Dumbo (1941 film)', 'Dumbo (2019 film)']",['House of Mouse'],[],[],[],[]
Mrs. Clegg,[],"[""I Didn't Do It""]",[],[],[],[]
Coach T,[],['The Mighty Ducks: Game Changers'],[],[],[],[]
Claire,[],[],[],[],[],[]
Clementine,[],"[""Sheriff Callie's Wild West""]",[],[],[],[]
Arliss Coates,"['Old Yeller', 'Savage Sam']",[],[],[],[],[]
Coco,[],['The Proud Family'],[],[],[],[]
Clown with the Tear Away Face,['The Nightmare Before Christmas'],[],[],[],[],[]
Commander Copernicus,[],['Miles from Tomorrowland'],[],[],[],[]
Coach Jackie,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Commander Tung,['Mulan (2020 film)'],[],[],[],[],[]
Coat Rack,"['Beauty and the Beast (1991 film)', 'Beauty and the Beast (2017 film)']",[],[],[],[],[]
The Commander,['Sky High'],[],[],[],[],[]
Cock Robin,"['Who Killed Cock Robin?', ""Mickey's Polo Team""]",[],[],[],[],[]
K.C. Cooper,[],['K.C. Undercover'],[],[],[],[]
Coldfire,[],['Gargoyles'],[],[],[],[]
Queen Coralie,[],['Jake and the Never Land Pirates'],[],[],[],[]
The Collector,[],['Bonkers'],[],[],[],[]
Comet,"['The Santa Clause', 'The Santa Clause 2', 'The Santa Clause 3: The Escape Clause']",[],[],[],[],[]
Cordelia the Conjuror,[],['Sofia the First'],[],[],[],[]
Crash,[],['Crash & Bernstein'],[],[],[],[]
Dr. Consilium,[],['Miles from Tomorrowland'],[],[],[],[]
Cool Kids,[],[],[],[],[],[]
Crew of the Silent Mary,['Pirates of the Caribbean: Dead Men Tell No Tales'],[],[],[],[],[]
Cristina,[],['Elena of Avalor'],[],[],[],[]
Ernie Cooper,[],['K.C. Undercover'],[],[],[],[]
